;;Cod.;Descrizione;Libero 4;Q.tà in giacenza;Fornitore;Ubicazione;Note
;No;zbu8lh6o;Thai SublimeLux Becco Oca Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BA-31;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;0ojk4fk1;Thai SublimeLux Beige Grammi 200;P.ta 101;30;Indorama Ventures Lifestyle Italy Spa;BA-31;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;605cvsnj;Thai SublimeLux Bianco Ghiaccio Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BA-32;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;i1jyog7b;Thai SublimeLux Blu Marine Grammi 200;P.ta 101;60;Indorama Ventures Lifestyle Italy Spa;BA-32;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;61c6687r;Thai SublimeLux Bluette Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BA-33;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;qmdzjlmc;Thai SublimeLux Bordeaux Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BA-33;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00013;Thai SublimeLux Caramello Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-1;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;26xpme52;Thai SublimeLux Carta Zucchero Grammi 200;P.ta 130;60;Indorama Ventures Lifestyle Italy Spa;BB-1;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;viegmfrz;Thai SublimeLux Castagna Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-2;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;l5wzx8pt;Thai SublimeLux Cipria Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-2;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00012;Thai SublimeLux Crema Grammi 200;p.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-3;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00009;Thai SublimeLux Cuoio Grammi 200;P.ta 130;60;Indorama Ventures Lifestyle Italy Spa;BB-3;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;5221;Thai SublimeLux Fuxia Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-4;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;qr1w0kwo;Thai SublimeLux Giallo Grammi 200;P.ta 101;90;Indorama Ventures Lifestyle Italy Spa;BB-4;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;spme2vhk;Thai SublimeLux Glicine Grammi 200;P.ta 3098;90;Indorama Ventures Lifestyle Italy Spa;BB-5;"Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland. 
[P.ta 101]"
;No;792rayoi;Thai SublimeLux Grigio Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-5;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00008;Thai SublimeLux Lilla Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-6;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00014;Thai SublimeLux Lime Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-6;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00007;Thai SublimeLux Magenta Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-7;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7689;Thai SublimeLux Militare Grammi 200;P.ta 1201;90;Indorama Ventures Lifestyle Italy Spa;BB-7;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;d3dt3k26;Thai SublimeLux Nero Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-8;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7690;Thai SublimeLux Nocciola Grammi 200;P.ta 130;30;Indorama Ventures Lifestyle Italy Spa;BB-9;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;62rlx6me;Thai SublimeLux Petrolio Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-10;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00011;Thai SublimeLux Pistacchio Grammi 200;p.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-10;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;au5uucnp;Thai SublimeLux Polvere Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-11;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;aw5f9cg4;Thai SublimeLux Rame Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-11;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;w7zel5re;Thai SublimeLux Rosso Grammi 200;P.ta 101;90;Indorama Ventures Lifestyle Italy Spa;BB-12;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;v00pl3cr;Thai SublimeLux Tiffany Grammi 200;P.ta 130;60;Indorama Ventures Lifestyle Italy Spa;BB-12;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7978;Thai SublimeLux Tortora Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-13;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;00010;Thai SublimeLux Turchese Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-13;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;7754;Thai SublimeLux Verde Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-14;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;c50zdjau;Thai SublimeLux Viola Grammi 200;P.ta 130;90;Indorama Ventures Lifestyle Italy Spa;BB-14;Cordino Thai Sublime Lux Poliestere e Poliammide lurex. Il massimo del comfort nella lavorazione delle borse.Formato rocca da 200 grammi per una lunghezza di  200 metri ca con un diametro di mm 3 ca. Consigliato uncinetto 3-4.  Il cordino Thai Sublime Lux è 100% Made in Italy ideato prodotto e distribuito in esclusiva da Tessiland.
;No;260286;Thai Vanity Azzurro Grammi 200;;90;Essegomma;AF-12;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260287;Thai Vanity Beige Grammi 200;;120;Essegomma;AF-12;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260288;Thai Vanity Blu Grammi 200;;120;Essegomma;AF-13;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260289;Thai Vanity Bordeaux Grammi 200;;91;Essegomma;AF-13;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260290;Thai Vanity Cioccolato Grammi 200;;90;Essegomma;AF-14;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260291;Thai Vanity Crema Grammi 200;;90;Essegomma;AF-14;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260292;Thai Vanity Nero Grammi 200;;90;Essegomma;AF-15;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260293;Thai Vanity Perla Grammi 200;;120;Essegomma;AF-15;Cordino 100% Polipropilene lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260294;Thai Vanity Sfumato Apricot Grammi 200;;120;Essegomma;AF-16;Cordino 100% Polipropilene sfumato, lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260295;Thai Vanity Sfumato Chili Grammi 200;;0;Essegomma;AF-16;Cordino 100% Polipropilene sfumato, lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260296;Thai Vanity Sfumato Egitto Grammi 200;;120;Essegomma;AF-17;Cordino 100% Polipropilene sfumato, lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260297;Thai Vanity Sfumato Grafite Grammi 200;;90;Essegomma;AF-17;Cordino 100% Polipropilene sfumato, lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260298;Thai Vanity Sfumato Oceano Grammi 200;;120;Essegomma;AF-18;Cordino 100% Polipropilene sfumato, lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
;No;260299;Thai Vanity Sfumato Tiffany Grammi 200;;120;Essegomma;AF-18;Cordino 100% Polipropilene sfumato, lucido e compatto dal diametro di 3 mm. Rocca da 200 grammi per 145 metri, scorrevole e facile da lavorare. Consigliato uncinetto 4-5 mm per borse e accessori strutturati.
